% Johnson, T.C.; Werne, J.P.; Brown, E.T.; Abbott, A.; Berke, M.; Steinman,
% B.A.; Halbur, J.; Contreras, S.; Grosshuesch, S.; Deino, A.L.; Lyons,
% R.P.; Scholz, C.A.; Schouten, S.; Sinninghe Damste, J.S. (2016): A
% Progressively Wetter Climate In Southern East Africa Over The Past 1.3
% Million Years. ­doi:10.1038/nature19065 Nature
%
% Re-scaled Ca 20 pt smth
% YBP	Ca 20 pt smth
92134.94853	1.31705
92141.71055	1.319975
92148.47257	1.321325
92155.23458	1.329175
92161.9966	1.339075
92168.75861	1.3402
92175.52063	1.3389
92182.28265	1.348575
92189.04466	1.35805
92195.80668	1.370975
92202.56869	1.379675
92209.33071	1.383375
92216.09273	1.379025
92222.85474	1.38245
92229.61676	1.376875
92236.37877	1.3699
92243.14079	1.3746
92249.90281	1.38195
92256.66482	1.383
92263.42684	1.376925
92270.18885	1.40065
92276.95087	1.402975
92283.71289	1.40455
92290.4749	1.40335
92297.23692	1.39745
92303.99893	1.397975
92310.76095	1.394925
92317.52297	1.380675
92324.28498	1.36915
92331.047	1.356175
92337.80901	1.341875
92344.57103	1.333925
92351.33305	1.332925
92358.09506	1.32965
92364.85708	1.33115
92371.61909	1.33685
92378.38111	1.334525
92385.14313	1.32665
92391.90514	1.33225
92398.66716	1.340375
92405.42917	1.31035
92412.19119	1.306775
92418.95321	1.307525
92425.71522	1.307275
92432.47724	1.303475
92439.23925	1.29595
92446.00127	1.2939
92452.76329	1.2918
92459.5253	1.28425
92466.28732	1.280125
92473.04933	1.28095
92479.81135	1.278075
92486.57337	1.279925
92493.33538	1.281025
92500.0974	1.287075
92506.85941	1.286725
92513.62143	1.2934
92520.38345	1.32615
92527.14546	1.32445
92533.90748	1.3186
92540.66949	1.3194
92547.43151	1.316725
92554.19353	1.3145
92560.95554	1.311775
92567.71756	1.323475
92574.47957	1.342325
92581.24159	1.354725
92588.00361	1.3737
92594.76562	1.395925
92601.52764	1.405775
92608.28965	1.401925
92615.05167	1.404475
92621.81369	1.39945
92628.5757	1.399575
92635.33772	1.3999
92642.09973	1.401625
92648.86175	1.40535
92655.62377	1.379425
92662.38578	1.3874
92669.1478	1.403275
92675.90981	1.401625
92682.67183	1.4044
92689.43385	1.405625
92696.19586	1.409125
92702.95788	1.402775
92709.71989	1.3965
92716.48191	1.394475
92723.24393	1.387525
92730.00594	1.374
92736.76796	1.3702
92743.52997	1.37985
92750.29199	1.386025
92757.05401	1.3949
92763.81602	1.4011
92770.57804	1.40545
92777.34005	1.42025
92784.10207	1.4188
92790.86409	1.405375
92797.6261	1.39065
92804.38812	1.3766
92811.15013	1.384075
92817.91215	1.38915
92824.67417	1.394575
92831.43618	1.399425
92838.1982	1.40235
92844.96021	1.401625
92851.72223	1.392425
92858.48425	1.37815
92865.24626	1.37345
92872.00828	1.367725
92878.77029	1.3654
92885.53231	1.36545
92892.29433	1.363675
92899.05634	1.3362
92905.81836	1.30665
92912.58037	1.268675
92919.34239	1.23885
92926.10441	1.2234
92932.86642	1.202825
92939.62844	1.17915
92946.39045	1.1527
92953.15247	1.12835
92959.91449	1.101825
92966.6765	1.075725
92973.43852	1.051075
92980.20053	1.046775
92986.96255	1.053825
92993.72457	1.063125
93000.48658	1.071725
93007.2486	1.07245
93014.01061	1.072425
93020.77263	1.07035
93027.53465	1.06725
93034.29666	1.093425
93041.05868	1.11535
93047.82069	1.13935
93054.58271	1.169475
93061.34473	1.2029
93068.10674	1.23045
93074.86876	1.2501
93081.63077	1.26935
93088.39279	1.291275
93095.15481	1.3141
93101.91682	1.338775
93108.67884	1.36425
93115.44085	1.37145
93122.20287	1.373325
93128.96489	1.3762
93135.7269	1.372425
93142.48892	1.37405
93149.25093	1.374775
93156.01295	1.379225
93162.77497	1.38385
93169.53698	1.38655
93176.299	1.391925
93183.06101	1.3983
93189.82303	1.406075
93196.58505	1.401975
93203.34706	1.417475
93210.10908	1.4318
93216.87109	1.4386
93223.63311	1.443975
93230.39513	1.43935
93237.15714	1.42835
93240.53815	1.432825
93243.91916	1.43215
93247.30017	1.433975
93250.68117	1.43605
93254.06218	1.435875
93260.8242	1.44255
93267.58621	1.451
93274.34823	1.450375
93281.11025	1.458875
93287.87226	1.47715
93294.63428	1.4894
93301.39629	1.4916
93308.15831	1.47845
93314.92033	1.47255
93321.68234	1.4564
93328.44436	1.45125
93335.20637	1.458025
93341.96839	1.45255
93348.73041	1.455175
93355.49242	1.46725
93362.25444	1.46505
93369.01645	1.4615
93375.77847	1.500975
93382.54049	1.491325
93389.3025	1.4865
93396.06452	1.483025
93402.82653	1.47475
93602.30601	1.47125
93636.11609	1.449825
93669.92617	1.423425
93703.73625	1.41795
93737.54633	1.415175
93771.35641	1.4615
93805.16649	1.473775
93838.97657	1.46375
93872.78665	1.4515
93906.59673	1.514275
93940.40681	1.513325
93974.21689	1.51895
94008.02697	1.5194
94041.83705	1.507525
94075.64713	1.5015
94109.45721	1.4554
94143.26729	1.451075
94177.07736	1.46255
94210.88744	1.466725
94244.69752	1.4715
94278.5076	1.47285
94312.31768	1.492
94346.12776	1.4891
94379.93784	1.481
94413.74792	1.471325
94447.558	1.42075
94481.36808	1.41235
94515.17816	1.42225
94548.98824	1.43625
94582.79832	1.36395
94616.6084	1.369425
94650.41848	1.37385
94684.22856	1.401025
94718.03864	1.41495
94751.84872	1.42435
94785.6588	1.43225
94819.46888	1.446975
94853.27896	1.447925
94887.08904	1.447525
94920.89912	1.447975
94954.7092	1.455125
94988.51928	1.451675
95022.32936	1.466175
95056.13944	1.46365
95089.94952	1.467925
95123.7596	1.480325
95157.56968	1.480475
95191.37976	1.480925
95225.18984	1.474675
95258.99992	1.479975
95292.81	1.48025
95326.62008	1.478175
95360.43016	1.452025
95394.24024	1.4482
95428.05032	1.444975
95461.8604	1.444075
95495.67048	1.4509
95529.48056	1.44865
95563.29064	1.45165
95597.10072	1.4517
95630.9108	1.4521
95664.72088	1.446125
95698.53096	1.439825
95732.34104	1.44515
95766.15112	1.448025
95799.9612	1.439875
95833.77128	1.44275
95867.58136	1.43925
95901.39144	1.440075
95935.20152	1.433525
95969.0116	1.434925
96002.82168	1.43835
96036.63176	1.4447
96070.44184	1.450725
96104.25192	1.449275
96138.062	1.4449
96171.87208	1.43885
96205.68216	1.443775
96239.49224	1.444975
96273.30232	1.452175
96307.1124	1.4612
96340.92248	1.475375
96374.73256	1.56995
96408.54264	1.9036
96442.35272	2.075275
96476.1628	2.103325
96509.97288	2.10985
96543.78296	2.112175
96577.59304	2.112325
96611.40312	2.123225
96645.2132	2.1273
96679.02328	2.12795
96712.83336	2.13165
96746.64344	2.140775
96780.45352	2.152225
96814.2636	2.16525
96848.07368	2.168125
96881.88376	2.173475
96915.69384	2.18295
96949.50392	2.183975
96983.314	2.181575
97017.12408	2.1831
97050.93416	2.10305
97084.74424	1.77395
97118.55432	1.5747
97152.3644	1.5625
97186.17448	1.5752
97219.98456	1.5855
97253.79464	1.60085
97287.60472	1.609275
97321.4148	1.618925
97355.22488	1.630675
97389.03496	1.6396
97422.84504	1.649125
97456.65512	1.662425
97551.32335	1.675025
97585.13343	1.6883
97618.94351	1.699375
97652.75359	1.7053
97686.56367	1.717575
97720.37375	1.728775
97754.18383	1.7382
97787.99391	1.7379
97821.80399	1.74855
97855.61407	1.793775
97889.42415	1.78015
97923.23423	1.7656
97957.04431	1.76145
97990.85439	1.743275
98024.66447	1.725675
98058.47455	1.724575
98092.28463	1.725325
98126.09471	1.735675
98159.90479	1.733825
98193.71487	1.733775
98227.52495	1.731225
98261.33503	1.732125
98295.14511	1.733825
98328.95519	1.740825
98362.76527	1.747925
98396.57535	1.752525
98430.38543	1.756275
98464.19551	1.763475
98498.00559	1.769875
98531.81567	1.7768
98565.62575	1.8072
98599.43583	1.824575
98633.24591	1.85215
98667.05599	1.88565
98700.86607	1.91445
98734.67615	1.922325
98768.48623	1.927575
98802.29631	1.9182
98836.10639	1.92235
98869.91647	1.917125
98903.72655	1.910575
98937.53663	1.904275
98971.34671	1.88595
99005.15679	1.859975
99038.96687	1.843925
99072.77695	1.90015
99106.58703	1.9956
99140.39711	2.189125
99174.20719	2.491875
99208.01727	2.8864
99241.82735	3.321
99275.63743	3.670925
99309.44751	3.854875
99343.25759	3.898
99377.06767	3.930125
99410.87775	3.93665
99444.68783	3.951
99478.49791	4.025175
99512.30799	4.140025
99546.11807	4.353675
99579.92815	4.86205
99613.73823	5.278125
99647.54831	5.621725
99681.35839	6.0714
99715.16847	6.229775
99748.97855	6.40835
99782.78863	6.3898
99816.59871	6.573575
99850.40879	6.496775
99884.21887	6.750025
99918.02895	6.9847
99951.83903	7.246225
99985.64911	7.5067
100019.4592	7.878525
100053.2693	8.2529
100087.0793	8.9033
100120.8894	9.543975
100154.6995	10.030925
100187.7238	10.217725
100219.0191	10.12085
100250.3143	9.66675
100281.6096	9.3096
100312.9048	9.054025
100344.2001	8.696825
100375.4953	8.601725
100406.7906	8.411625
100438.0858	8.4061
100469.3811	8.1044
100500.6763	7.95115
100531.9715	8.2005
100563.2668	8.0771
100594.562	8.296975
100625.8573	8.7568
100657.1525	9.329475
100688.4478	9.7604
100719.743	9.83185
100751.0383	9.943775
100782.3335	10.455775
101470.829	10.9293
101502.1243	11.58785
101533.4195	12.4571
101564.7148	13.12385
101596.01	14.007475
101627.3052	14.97995
101658.6005	15.84085
101689.8957	16.668475
101721.191	17.5425
101752.4862	18.434575
101783.7815	19.25435
101815.0767	19.284225
101846.372	19.514525
101877.6672	19.724125
101908.9625	19.776475
101940.2577	19.5175
101971.553	19.624925
102002.8482	20.55245
102034.1435	20.6479
102065.4387	20.3286
102096.734	20.400225
102128.0292	20.4653
102159.3245	20.428025
102190.6197	20.57535
102221.915	20.34595
102253.2102	20.18005
102284.5055	20.334625
102315.8007	20.43165
102347.096	20.2674
102378.3912	20.44685
102409.6865	20.544525
102440.9817	20.62515
102472.277	20.7548
102503.5722	20.684725
102534.8675	20.7185
102566.1627	20.991975
102597.458	21.16465
102628.7532	20.3474
102660.0485	20.325425
102691.3437	20.4398
102722.639	20.46295
102753.9342	20.5148
102785.2294	20.652575
102816.5247	20.868325
102847.8199	21.009475
102879.1152	21.102025
102910.4104	21.132825
102941.7057	20.934825
102973.0009	21.148875
103004.2962	20.800925
103035.5914	20.668925
103066.8867	20.613225
103098.1819	20.83955
103129.4772	20.739275
103160.7724	20.557725
103192.0677	20.4684
103223.3629	20.3242
103254.6582	20.430225
103285.9534	20.6557
103317.2487	20.714675
103348.5439	20.8454
103379.8392	21.01495
103411.1344	21.295875
103442.4297	20.970125
103473.7249	21.11765
103505.0202	21.078725
103536.3154	21.1561
103567.6107	21.44695
103598.9059	21.3378
103630.2012	21.511925
103661.4964	21.774425
103692.7917	22.0077
103724.0869	22.02085
103755.3822	22.106925
103786.6774	22.3423
103817.9727	22.56075
103849.2679	22.6846
103880.5631	22.853175
103911.8584	22.9563
103943.1536	23.246925
103974.4489	23.342225
104005.7441	23.55425
104037.0394	23.689
104068.3346	24.340825
104099.6299	24.694725
104130.9251	24.925325
104162.2204	25.097625
104193.5156	25.5323
104224.8109	26.083
104256.1061	26.584575
104287.4014	26.736425
104318.6966	27.030125
104349.9919	27.2507
104381.2871	27.5705
104412.5824	28.0655
104443.8776	28.1824
104475.1729	28.3342
104506.4681	28.6624
104537.7634	28.41865
104569.0586	28.2525
104600.3539	28.61235
104631.6491	28.95835
104662.9444	29.392
104694.2396	30.025725
104725.5349	30.443775
104756.8301	31.08525
104788.1254	31.97595
104819.4206	31.841725
104850.7159	33.155125
104882.0111	33.7063
104913.3064	33.189125
104944.6016	31.92555
104975.8968	31.142575
105007.1921	30.303775
105038.4873	29.097825
105069.7826	28.367325
105101.0778	27.5911
105132.3731	26.392325
105163.6683	25.528325
105194.9636	24.50905
105226.2588	23.0439
105257.5541	21.455075
105288.8493	19.622425
105320.1446	17.979525
105351.4398	17.670625
105382.7351	17.434725
105414.0303	16.694775
105445.3256	16.8644
105476.6208	16.113475
105507.9161	14.986875
105539.2113	14.887075
105570.5066	15.184825
105601.8018	15.2242
105633.0971	15.32525
105664.3923	15.4168
105695.6876	15.900125
105726.9828	16.5089
105758.2781	17.1412
105789.5733	17.714525
105820.8686	18.61645
105852.1638	19.816275
105908.4953	20.86375
105939.7905	21.7429
105971.0858	22.5722
106002.381	22.022775
106033.6763	21.352275
106064.9715	20.8934
106096.2667	19.971425
106127.562	18.339675
106158.8572	18.366525
106190.1525	18.47805
106221.4477	18.912325
106252.743	19.320575
106284.0382	19.56865
106315.3335	20.004925
106346.6287	19.705825
106377.924	19.5247
106409.2192	19.614325
106440.5145	19.882875
106471.8097	20.135725
106503.105	20.08035
106534.4002	20.0136
106565.6955	20.1632
106596.9907	19.933925
106628.286	20.106
106659.5812	20.23195
106690.8765	20.344575
106722.1717	20.9786
106753.467	21.845575
106784.7622	22.341675
106816.0575	22.888925
106847.3527	23.039475
106878.648	23.1145
106909.9432	23.55895
106941.2385	23.97475
106972.5337	24.75865
107003.829	25.51505
107035.1242	25.932775
107066.4195	27.77925
107097.7147	28.393525
107129.01	28.80855
107160.3052	28.77825
107191.6004	28.535
107222.8957	28.537725
107254.1909	28.695475
107285.4862	28.78395
107316.7814	28.324975
107348.0767	27.843
107379.3719	27.30105
107410.6672	26.428625
107441.9624	26.91285
107473.2577	26.607575
107504.5529	25.843475
107535.8482	25.596125
107567.1434	24.82145
107598.4387	23.88215
107629.7339	22.898375
107661.0292	22.0914
107692.3244	20.58245
107723.6197	19.6316
107754.9149	19.0568
107786.2102	18.85025
107817.5054	18.605525
107848.8007	18.208575
107880.0959	18.016125
107911.3912	17.731075
107942.6864	17.861025
107973.9817	17.628725
108005.2769	17.35225
108036.5722	17.235225
108067.8674	15.889175
108099.1627	15.6052
108130.4579	16.0156
108161.7532	15.498625
108193.0484	15.6044
108224.3437	15.635275
108255.6389	15.5425
108286.9341	15.502275
108318.2294	14.82635
108349.5246	14.438
108380.8199	14.0366
108412.1151	13.834725
108443.4104	13.732525
108474.7056	13.608625
108506.0009	13.021025
108537.2961	12.6522
108568.5914	12.363625
108599.8866	12.4817
108631.1819	12.58815
108662.4771	12.633475
108693.7724	12.4239
108725.0676	12.3693
108756.3629	12.0766
108787.6581	12.2736
108818.9534	12.16735
108850.2486	11.96045
108881.5439	11.805825
108912.8391	11.64955
108944.1344	11.588875
108975.4296	11.500975
109006.7249	11.415825
109038.0201	11.3263
109069.3154	11.401075
109100.6106	11.41615
109131.9059	11.574275
109163.2011	11.6507
109194.4964	11.6005
109225.7916	11.398125
109257.0869	11.381175
109288.3821	11.449225
109319.6774	11.710375
109350.9726	11.7492
109382.2678	11.71245
109413.5631	11.5178
109444.8583	11.532725
109476.1536	11.70355
109507.4488	11.8271
109538.7441	12.0595
109570.0393	12.03295
109601.3346	12.186575
109632.6298	12.246075
109663.9251	12.390125
109695.2203	12.3881
109726.5156	12.561775
109757.8108	12.59785
109789.1061	12.710025
109820.4013	12.8485
109851.6966	13.05075
109882.9918	13.207975
109914.2871	12.792925
109945.5823	12.88205
109976.8776	13.00435
110008.1728	13.075925
110039.4681	12.982075
110070.7633	12.98275
110102.0586	12.91735
110133.3538	12.83855
110164.6491	12.7739
110195.9443	12.835025
110227.2396	12.855
110815.5902	12.7816
110846.8855	12.73385
110878.1807	12.772925
110909.476	12.599975
110940.7712	12.534525
110972.0665	12.405025
111003.3617	12.352625
111034.657	12.29065
111065.9522	12.493
111097.2475	12.9358
111128.5427	12.9975
111159.838	12.9932
111191.1332	12.960475
111222.4285	13.261575
111253.7237	13.331025
111285.019	13.550725
111316.3142	13.6184
111347.6095	13.74355
111378.9047	13.804425
111410.2	13.899875
111441.4952	14.01385
111472.7905	13.9356
111504.0857	13.902625
111535.381	14.035625
111566.6762	13.9278
111597.9714	13.944575
111629.2667	13.9943
111660.5619	14.075
111691.8572	13.744975
111723.1524	13.888775
111754.4477	13.779975
111785.7429	13.7609
111817.0382	13.970425
111848.3334	13.988275
111879.6287	13.9421
111910.9239	13.74755
111942.2192	13.81415
111973.5144	13.612775
112004.8097	13.3261
112036.1049	13.103675
112067.4002	12.867525
112098.6954	12.847375
112129.9907	12.895825
112161.2859	12.942725
112192.5812	13.066225
112223.8764	13.138725
112255.1717	13.157975
112286.4669	13.065375
112317.7622	13.339525
112349.0574	13.204725
112380.3527	13.2886
112411.6479	13.880275
112442.9432	13.948375
112474.2384	13.524775
112505.5337	13.658775
112536.8289	13.615725
112568.1242	13.46465
112599.4194	13.453025
112630.7147	13.6236
112662.0099	13.645025
112693.3051	13.659725
112724.6004	13.68065
112755.8956	13.69965
112787.1909	13.47265
112818.4861	13.64695
112849.7814	13.2603
112881.0766	12.8161
112912.3719	12.717925
112943.6671	12.453925
112974.9624	12.386225
113006.2576	12.311775
113037.5529	11.67105
113068.8481	11.361675
113100.1434	11.63465
113131.4386	11.4777
113162.7339	11.43475
113194.0291	11.4016
113225.3244	11.308225
113256.6196	11.205775
113287.9149	11.09695
113319.2101	11.085125
113350.5054	10.97545
113381.8006	10.8422
113413.0959	10.86525
113444.3911	10.616675
113475.6864	10.9687
113506.9816	11.252475
113538.2769	11.1828
113569.5721	11.0523
113600.8674	11.07845
113632.1626	10.937225
113663.4579	10.75145
113694.7531	10.7694
113726.0484	10.7821
113757.3436	10.851025
113788.6388	10.86375
113819.9341	10.8533
113851.2293	10.927875
113882.5246	10.99335
113913.8198	11.092175
113945.1151	11.1156
113976.4103	11.1818
114007.7056	11.029475
114039.0008	10.9016
114070.2961	10.80185
114101.5913	10.599475
114132.8866	10.55165
114164.1818	10.496875
114195.4771	10.518575
114226.7723	10.57305
114258.0676	10.358925
114289.3628	10.364975
114320.6581	10.252375
114351.9533	10.3082
114383.2486	10.2816
114414.5438	10.34355
114445.8391	10.315975
114477.1343	10.39665
114508.4296	10.4634
114539.7248	10.67945
114571.0201	10.76455
114705.5896	10.95015
114736.8849	11.162725
114768.1801	11.30385
114799.4754	11.298375
114830.7706	11.454975
114862.0659	11.510575
114893.3611	11.709725
114924.6564	11.998125
114955.9516	12.07795
114987.2469	12.384425
115018.5421	12.52075
115049.8374	12.6329
115081.1326	12.508
115112.4279	12.4263
115143.7231	12.4509
115175.0184	12.46015
115206.3136	12.497875
115237.6089	12.58575
115268.9041	12.436025
115300.1994	12.429825
115331.4946	12.2729
115362.7899	12.186825
115394.0851	12.18275
115425.3803	12.2372
115456.6756	12.2103
115487.9708	12.13215
115519.2661	12.02825
115550.5613	11.841875
115581.8566	11.633525
115613.1518	11.665575
115644.4471	11.743525
115675.7423	11.967075
115707.0376	11.930625
115738.3328	12.040375
115769.6281	12.097875
115800.9233	12.17165
115832.2186	12.157725
115863.5138	12.228475
115894.8091	12.253825
115926.1043	12.369525
115957.3996	12.68145
115988.6948	12.83565
116019.9901	12.9722
116051.2853	13.0554
116082.5806	13.22465
116113.8758	13.398825
116145.1711	13.541425
116176.4663	13.624075
116207.7616	13.668575
116239.0568	13.887
116270.3521	14.273275
116301.6473	15.369125
116332.9426	16.950475
116364.2378	18.248975
116395.5331	20.022275
116426.8283	22.157475
116458.1236	23.770425
116489.4188	25.253875
116520.714	26.88855
116552.0093	28.467875
116583.3045	29.257875
116614.5998	30.030825
116645.895	30.093775
116677.1903	30.195125
116708.4855	30.265
116739.7808	30.191875
116771.076	30.20015
116802.3713	29.641825
116833.6665	29.713275
116864.9618	29.5367
116896.257	29.15175
116927.5523	27.914575
116958.8475	26.31415
116974.4952	25.139025
117005.7904	23.56445
117037.0857	21.7283
117068.3809	20.069825
117099.6761	18.911925
117130.9714	17.296125
117162.2666	15.684825
117193.5619	15.185
117224.8571	14.2902
117256.1524	14.430975
117287.4476	14.6676
117318.7429	14.750675
117350.0381	14.803175
117381.3334	14.734225
117412.6286	15.20475
117443.9239	15.02975
117475.2191	14.460125
117506.5144	13.885925
117537.8096	13.35845
117569.1049	12.917725
117600.4001	12.186075
117631.6954	11.4028
117662.9906	10.6223
117694.2859	10.101
117725.5811	9.071725
117756.8764	8.51595
120185.3877	7.9502
120216.6829	6.8416
120247.9782	6.343425
120279.2734	5.536025
120310.5687	4.630225
120341.8639	3.939875
120373.1592	3.406725
120404.4544	2.876975
120435.7496	2.32875
120467.0449	1.91225
120498.3401	1.889875
120529.6354	1.863875
120560.9306	1.8391
120592.2259	1.818975
120623.5211	1.8001
120654.8164	1.78055
120686.1116	1.774275
120717.4069	1.788325
120748.7021	1.799175
120779.9974	1.7994
120811.2926	1.802825
120842.5879	1.809525
120873.8831	1.789375
120905.1784	1.750575
120936.4736	1.71825
120967.7689	1.569325
120999.0641	1.52155
121030.3594	1.503575
121061.6546	1.500975
121092.9499	1.48555
121124.2451	1.4687
121155.5404	1.461925
121186.8356	1.450625
121218.1309	1.461475
121249.4261	1.47595
121280.7214	1.47295
121312.0166	1.4623
121343.3119	1.4503
121374.6071	1.435725
121405.9024	1.42235
121437.1976	1.41125
121468.4929	1.4005
121499.7881	1.39865
121531.0833	1.395
121562.3786	1.387425
121593.6738	1.377375
121624.9691	1.367325
121656.2643	1.35345
121687.5596	1.34275
121712.5958	1.344175
121718.8548	1.346025
121743.891	1.34715
121750.1501	1.350225
121775.1863	1.337475
121806.4815	1.323075
121837.7768	1.33075
121869.072	1.357125
121900.3673	1.3963
121931.6625	1.471525
121962.9578	1.552775
121994.253	1.653275
122025.5483	1.7771
122056.8435	1.898325
122088.1388	2.019975
122119.434	2.142175
122150.7293	2.257375
122182.0245	2.348525
122213.3198	2.408075
122244.615	2.429525
122275.9103	2.4322
122307.2055	2.4304
122338.5008	2.4261
122369.796	2.421525
122401.0913	2.41275
122432.3865	2.41595
122463.6818	2.405025
122494.977	2.376875
122526.2723	2.323575
122557.5675	2.24735
122588.8628	2.1633
122620.158	2.056225
122651.4532	1.926075
122682.7485	1.8001
122714.0437	1.672
122745.339	1.549775
122776.6342	1.4316
122807.9295	1.3295
122839.2247	1.262425
122870.52	1.2343
122901.8152	1.217575
122933.1105	1.209575
122964.4057	1.2016
122995.701	1.19805
123026.9962	1.203475
123058.2915	1.19205
123089.5867	1.188825
123120.882	1.1892
123152.1772	1.19265
123183.4725	1.2024
123214.7677	1.201325
123246.063	1.1982
123277.3582	1.200375
123308.6535	1.191375
123339.9487	1.195125
123371.244	1.20345
123402.5392	1.251675
123433.8345	1.251875
123465.1297	1.2539
123496.425	1.271475
123527.7202	1.27815
123559.0155	1.282
123590.3107	1.290825
123621.606	1.2884
123706.1031	1.2872
123737.3984	1.293275
123768.6936	1.298175
123799.9889	1.29925
123831.2841	1.2968
123862.5794	1.2911
123893.8746	1.292575
123925.1699	1.2997
123956.4651	1.300625
123987.7604	1.45375
124019.0556	1.56645
124050.3509	1.578375
124081.6461	1.534925
124112.9414	1.550425
124144.2366	1.5517
124175.5319	1.535275
124206.8271	1.53685
124238.1224	1.5403
124269.4176	1.537225
124300.7128	1.54065
124332.0081	1.547675
124363.3033	1.5436
124394.5986	1.539925
124425.8938	1.53295
124457.1891	1.537
124488.4843	1.536
124519.7796	1.535825
124546.853	1.56145
124567.7919	1.5744
124588.7307	1.44475
124609.6696	1.33305
124630.6084	1.31215
124651.5473	1.301725
124672.4861	1.2879
124693.4249	1.2858
124714.3638	1.28875
124735.3026	1.286875
124756.2415	1.2818
124777.1803	1.277425
124798.1191	1.278025
124819.058	1.2769
124839.9968	1.29725
124860.9357	1.300075
124881.8745	1.306575
124902.8133	1.307875
124923.7522	1.318925
124944.691	1.32335
124965.6299	1.30485
124986.5687	1.287575
125007.5075	1.275075
125028.4464	1.274
125049.3852	1.2719
125070.3241	1.28105
125091.2629	1.286225
125112.2017	1.29355
125133.1406	1.2946
125154.0794	1.29245
125175.0183	1.303825
125195.9571	1.308
125216.8959	1.307125
125237.8348	1.306325
125258.7736	1.2897
125279.7125	1.291075
125300.6513	1.28335
125321.5901	1.2761
125342.529	1.270225
125363.4678	1.263925
125384.4067	1.254225
125405.3455	1.256775
125426.2843	1.249825
125447.2232	1.24695
125468.162	1.2472
125489.1009	1.257175
125510.0397	1.26805
125530.9785	1.281675
125551.9174	1.276225
125572.8562	1.281875
125593.7951	1.275225
125614.7339	1.282
125635.6727	1.327475
125656.6116	1.369675
125677.5504	1.518375
125698.4893	1.528125
125719.4281	1.54395
125740.3669	1.56675
125761.3058	1.571225
125782.2446	1.5714
125803.1835	1.580075
125824.1223	1.5923
125845.0611	1.60385
125866	1.614
125886.9388	1.62445
125907.8777	1.6219
125928.8165	1.6236
125949.7553	1.613875
125970.6942	1.63
125991.633	1.709975
126012.5719	1.74705
126033.5107	1.7612
126054.4495	1.753675
126075.3884	1.7623
126096.3272	1.63105
126117.2661	1.6456
126138.2049	1.6558
126159.1437	1.675825
126180.0826	1.679875
126201.0214	1.704075
126221.9603	1.71935
126242.8991	1.78885
126263.838	1.96265
126284.7768	2.307375
126305.7156	2.49675
126387.3771	2.641575
126408.3159	2.6732
126429.2548	2.698675
126450.1936	2.701925
126471.1325	2.641175
126492.0713	2.652825
126513.0101	2.6668
126533.949	2.655325
126554.8878	2.6364
126575.8267	2.6328
126596.7655	2.603
126617.7044	2.587175
126638.6432	2.546525
126659.582	2.536075
126680.5209	2.513
126701.4597	2.5227
126722.3986	2.4789
127970.3534	2.314475
127991.2923	1.96335
128012.2311	1.776475
128033.17	1.623625
128054.1088	1.584875
128075.0476	1.556725
128095.9865	1.5558
128116.9253	1.550075
128137.8642	1.5584
128158.803	1.53715
128179.7418	1.548625
128200.6807	1.55265
128221.6195	1.57595
128242.5584	1.6474
128263.4972	1.840275
128284.436	1.990925
128305.3749	2.372125
128326.3137	2.9079
128347.2526	3.3173
128368.1914	3.9173
128389.1302	4.3754
128410.0691	4.98505
128431.0079	5.535075
128451.9468	6.203725
128472.8856	6.96965
128493.8244	7.5488
128514.7633	7.845
128535.7021	8.405
128556.641	8.926625
128577.5798	9.470375
128598.5186	10.0977
128619.4575	10.681475
128640.3963	11.42565
128661.3352	12.145475
128682.274	12.751125
128703.2128	13.04655
128724.1517	13.042975
128745.0905	13.29785
128766.0294	13.450925
128786.9682	13.43935
128807.907	13.730525
128828.8459	13.6966
128849.7847	13.82055
128870.7236	13.88
128891.6624	13.760625
128912.6012	14.00665
128933.5401	14.251475
128954.4789	14.370625
128975.4178	14.5492
128996.3566	14.753775
129017.2954	14.6251
129038.2343	14.845075
129059.1731	14.71725
129080.112	14.359225
129101.0508	14.190825
129121.9896	14.586675
129142.9285	15.29735
129163.8673	15.6146
129184.8062	15.66545
129205.745	15.78715
129226.6838	15.751175
129247.6227	15.7141
129268.5615	15.719925
129289.5004	15.433775
129310.4392	15.4733
129331.378	15.392125
129352.3169	15.377525
129373.2557	15.235825
129394.1946	15.11365
129415.1334	15.0286
129436.0722	14.9826
129457.0111	14.598875
129477.9499	14.53735
129498.8888	14.75185
129519.8276	14.683775
129540.7665	14.674475
129561.7053	14.13155
129582.6441	13.542625
129603.583	13.471625
129624.5218	13.2901
129645.4607	13.30775
129666.3995	13.505
129687.3383	13.437825
129708.2772	13.451475
129729.216	13.3845
129750.1549	13.35255
129771.0937	13.448725
129792.0325	13.557625
129812.9714	13.4996
129833.9102	13.362875
129854.8491	13.476925
129875.7879	13.527775
129896.7267	13.651825
129917.6656	13.872425
129938.6044	14.021375
129959.5433	14.00315
129980.4821	14.315025
130001.4209	14.590125
130022.3598	14.76815
130043.2986	15.001275
130064.2375	15.0526
130085.1763	15.02525
130106.1151	15.17345
130127.054	15.5197
130147.9928	15.70445
130168.9317	15.9075
130189.8705	15.9537
130210.8093	16.134475
130231.7482	16.269375
130252.687	16.51335
130273.6259	16.86425
130294.5647	17.214825
130315.5035	17.13255
130336.4424	17.104575
130357.3812	17.196475
130378.3201	17.261975
